ID,HIP
2178,93007
2179,98206
2180,118130
2181,81
2182,6978
2183,14001
2184,14211
2185,14532
2186,22067
2187,57112
2188,67934
2189,73121
2190,80250
2191,83204
2192,102018
2193,4120
2194,12005
2195,24292
2196,47255
2197,55409
2198,58558
2199,80096
2200,80616
2201,92952
2202,97693
2203,98211
2204,106072
2205,118207
2206,1389
2207,7446
2208,26664
2209,41351
2210,57658
2211,59382
2212,77292
2213,83654
2214,99642
2215,103014
2216,108271
2217,111657
2218,16709
2219,18828
2220,25397
2221,39298
2222,44890
2223,49161
2224,55455
2225,89354
2226,106546
2227,1719
2228,7090
2229,11941
2230,14530
2231,21559
2232,22006
2233,22504
2234,38172
2235,39418
2236,56905
2237,58770
2238,90004
2239,92233
2240,95350
2241,98964
2242,105033
2243,112908
2244,23128
2245,27021
2246,36290
2247,41777
2248,52997
2249,58019
2250,82233
2251,113302
2252,3195
2253,18946
2254,20677
2255,40465
2256,42982
2257,78550
2258,87369
2259,87370
2260,90451
2261,93521
2262,93566
2263,100233
2264,10278
2265,10492
2266,10778
2267,13678
2268,17535
2269,32673
2270,33799
2271,46662
2272,49680
2273,49903
2274,55922
2275,65036
2276,68689
2277,78399
2278,84594
2279,112648
2280,191
2281,4312
2282,21455
2283,31451
2284,42356
2285,43197
2286,47587
2287,56930
2288,58608
2289,66309
2290,68783
2291,68785
2292,83222
2293,112441
2294,115577
2295,8946
2296,17806
2297,37031
2298,57202
2299,66754
2300,67152
2301,73302
2302,78063
2303,80315
2304,82383
2305,95644
2306,100291
2307,106439
2308,118251
2309,1206
2310,2760
2311,19410
2312,45863
2313,59080
2314,60048
2315,106204
2316,110642
2317,113086
2318,113438
2319,8653
2320,13410
2321,49644
2322,53196
2323,59533
2324,68900
2325,70269
2326,84082
2327,88724
2328,96561
2329,103855
2330,104128
2331,109381
2332,110773
2333,116984
2334,117865
2335,2311
2336,9349
2337,25973
2338,34511
2339,44864
2340,53051
2341,61198
2342,61276
2343,68434
2344,71165
2345,99971
2346,105506
2347,12764
2348,15672
2349,17483
2350,21750
2351,26614
2352,46777
2353,49248
2354,51885
2355,52472
2356,59486
2357,62904
2358,69901
2359,72753
2360,75104
2361,100379
2362,107587
2363,108375
2364,3391
2365,12797
2366,15401
2367,18893
2368,53634
2369,53660
2370,63404
2371,64688
2372,64761
2373,81605
2374,84372
2375,91085
2376,95256
2377,108504
2378,1871
2379,9151
2380,25795
2381,30232
2382,34860
2383,39528
2384,60652
2385,66262
2386,68889
2387,74374
2388,94939
2389,96345
2390,103583
2391,7990
2392,15070
2393,18707
2394,24720
2395,26985
2396,64058
2397,82206
2398,99940
2399,114458
2400,351
2401,1399
2402,1779
2403,6862
2404,22373
2405,59419
2406,61043
2407,96184
2408,98965
2409,104488
2410,110084
2411,117706
2412,13679
2413,20199
2414,22177
2415,29074
2416,34095
2417,47002
2418,48351
2419,49846
2420,68134
2421,70098
2422,84253
2423,91258
2424,109214
2425,111496
2426,9920
2427,13357
2428,32644
2429,44874
2430,47251
2431,50274
2432,52089
2433,54632
2434,63530
2435,75069
2436,90151
2437,99241
2438,104331
2439,113103
2440,117457
2441,7290
2442,8109
2443,25393
2444,32728
2445,60325
2446,75446
2447,93252
2448,95772
2449,102025
2450,107614
2451,110219
2452,113785
2453,114460
2454,2102
2455,4395
2456,5158
2457,36731
2458,46034
2459,56337
2460,60433
2461,66209
2462,78551
2463,83195
2464,85620
2465,87710
2466,94061
2467,96634
2468,98001
2469,106317
2470,10117
2471,30486
2472,36866
2473,41526
2474,44586
2475,49024
2476,53898
2477,55823
2478,60024
2479,61811
2480,66267
2481,70608
2482,74164
2483,75038
2484,78356
2485,97088
2486,101461
2487,460
2488,4772
2489,9902
2490,10789
2491,20690
2492,24681
2493,41319
2494,45533
2495,70426
2496,87034
2497,88217
2498,91479
2499,95006
2500,96425
